model,variable,bin,Count,Count (%),Event rate,WoE,Coefficient,Points
model_b,dti,"[7.24, 8.99)",42374,0.05109271662918774,0.13748997026478502,0.35053649624120475,-0.41532266160997783,32.0
model_b,dti,"[8.99, 12.36)",104256,0.12570732677803836,0.14647598219766728,0.2767529008729779,-0.41532266160997783,31.0
model_b,dti,"[12.36, 14.55)",78600,0.09477244364596583,0.15732824427480915,0.19248384476996616,-0.41532266160997783,30.0
model_b,dti,"[14.55, 17.13)",95749,0.11544995809996925,0.16985033786253642,0.10092900621958178,-0.41532266160997783,29.0
model_b,dti,"[17.13, 19.27)",77283,0.0931844626245697,0.18209696828539265,0.01644513811185,-0.41532266160997783,28.0
model_b,dti,"[19.27, 21.04)",60740,0.073237636476539,0.19063220283174184,-0.03985179675586559,-0.41532266160997783,27.0
model_b,dti,"[21.04, 25.05)",117578,0.14177041194663323,0.2063566313425981,-0.1387309999396764,-0.41532266160997783,26.0
model_b,dti,"[25.05, 30.12)",101648,0.12256271439853862,0.23028490476940028,-0.2790561289091329,-0.41532266160997783,25.0
model_b,dti,"[30.12, inf)",70186,0.08462721030198166,0.27779044253839796,-0.5303109934055389,-0.41532266160997783,22.0
model_b,dti,Special,0,0.0,0.0,0.0,-0.41532266160997783,28.0
model_b,dti,Missing,2,2.411512560966052e-06,0.5,-1.4857593103579265,-0.41532266160997783,28.0
model_b,fico_range_low,"(-inf, 662.50)",74939,0.09035816990311749,0.24792164293625482,-0.3760315339514806,-0.32998123277895836,24.0
model_b,fico_range_low,"[662.50, 672.50)",146992,0.17723652718076097,0.23191058016762817,-0.28820501897154926,-0.32998123277895836,25.0
model_b,fico_range_low,"[672.50, 682.50)",131371,0.1584014083233356,0.21587717228307618,-0.19590323337801197,-0.32998123277895836,26.0
model_b,fico_range_low,"[682.50, 687.50)",57616,0.06947085385631002,0.19869480699805608,-0.09128743520341098,-0.32998123277895836,27.0
model_b,fico_range_low,"[687.50, 697.50)",106374,0.1282611185801014,0.18638013048301277,-0.012054344643449122,-0.32998123277895836,28.0
model_b,fico_range_low,"[697.50, 707.50)",86236,0.10397959860373422,0.16616030428127465,0.12732885133657068,-0.32998123277895836,29.0
model_b,fico_range_low,"[707.50, 717.50)",66109,0.07971134194645237,0.14601642741532922,0.28043351547412465,-0.32998123277895836,31.0
model_b,fico_range_low,"[717.50, 727.50)",47248,0.05696957274026201,0.13098967152048763,0.40647722357603855,-0.32998123277895836,32.0
model_b,fico_range_low,"[727.50, 752.50)",63678,0.07678014842859812,0.11038349194384246,0.6010705765158557,-0.32998123277895836,34.0
model_b,fico_range_low,"[752.50, inf)",48792,0.0588312604373278,0.07302426627315954,1.055376277044169,-0.32998123277895836,38.0
model_b,fico_range_low,Special,0,0.0,0.0,0.0,-0.32998123277895836,28.0
model_b,fico_range_low,Missing,0,0.0,0.0,0.0,-0.32998123277895836,28.0
model_b,inq_last_6mths,"(-inf, 0.50)",460154,0.5548335754893863,0.1640211755195,0.14284843432679972,-0.21848541475167602,29.0
model_b,inq_last_6mths,"[0.50, 1.50)",227219,0.2739707362950727,0.19728543827760883,-0.08241172978325428,-0.21848541475167602,27.0
model_b,inq_last_6mths,"[1.50, 2.50)",89821,0.10830223486926588,0.2215517529308291,-0.2291130087838702,-0.21848541475167602,27.0
model_b,inq_last_6mths,"[2.50, inf)",52132,0.06285848641414112,0.2466815008056472,-0.36936923241164865,-0.21848541475167602,26.0
model_b,inq_last_6mths,Special,0,0.0,0.0,0.0,-0.21848541475167602,28.0
model_b,inq_last_6mths,Missing,29,3.4966932134007754e-05,0.10344827586206896,0.6737249389954456,-0.21848541475167602,28.0
model_b,mths_since_recent_inq,"(-inf, 1.50)",143459,0.17297659024181442,0.22720080301688983,-0.26157428780676373,-0.2555336653413987,26.0
model_b,mths_since_recent_inq,"[1.50, 2.50)",62999,0.07596143991415015,0.2104319116176447,-0.1634353785204905,-0.2555336653413987,27.0
model_b,mths_since_recent_inq,"[2.50, 3.50)",56971,0.06869314105539848,0.20622772989766724,-0.13794374685397437,-0.2555336653413987,27.0
model_b,mths_since_recent_inq,"[3.50, 4.50)",51322,0.06188182382694986,0.1986867230427497,-0.09123666065447922,-0.2555336653413987,27.0
model_b,mths_since_recent_inq,"[4.50, 6.50)",86458,0.10424727649800146,0.1888315713988295,-0.02813905877920897,-0.2555336653413987,28.0
model_b,mths_since_recent_inq,"[6.50, 8.50)",73309,0.08839278716593015,0.18282884775402747,0.011538794195652402,-0.2555336653413987,28.0
model_b,mths_since_recent_inq,"[8.50, 10.50)",56457,0.0680733823272302,0.17631117487645465,0.05578303584697797,-0.2555336653413987,28.0
model_b,mths_since_recent_inq,"[10.50, 12.50)",44893,0.05413001669972448,0.17131846835809592,0.0905523988419159,-0.2555336653413987,29.0
model_b,mths_since_recent_inq,"[12.50, 16.50)",62400,0.07523919190214082,0.16655448717948718,0.12448651194199378,-0.2555336653413987,29.0
model_b,mths_since_recent_inq,"[16.50, inf)",61748,0.07445303880726589,0.15239359979270584,0.23019042072392182,-0.2555336653413987,30.0
model_b,mths_since_recent_inq,Special,0,0.0,0.0,0.0,-0.2555336653413987,28.0
model_b,mths_since_recent_inq,Missing,129339,0.1559513115613941,0.13987273753469565,0.3305880559596115,-0.2555336653413987,28.0
model_b,mort_acc,"(-inf, 0.50)",312423,0.3767059944173484,0.21242994273789062,-0.17541923478651889,-0.4155135706263239,26.0
model_b,mort_acc,"[0.50, 1.50)",130240,0.1570376979701093,0.18941185503685504,-0.03192299267006504,-0.4155135706263239,28.0
model_b,mort_acc,"[1.50, 2.50)",108683,0.1310452098317367,0.1753264079938905,0.06257892647917984,-0.4155135706263239,29.0
model_b,mort_acc,"[2.50, 3.50)",83039,0.10012479577502999,0.16303182841797229,0.15008128451209912,-0.4155135706263239,30.0
model_b,mort_acc,"[3.50, 5.50)",97810,0.11793502179404478,0.15480012268684185,0.21167907652082185,-0.4155135706263239,30.0
model_b,mort_acc,"[5.50, inf)",47130,0.056827293499165016,0.14103543390621684,0.32095719748771545,-0.4155135706263239,32.0
model_b,mort_acc,Special,0,0.0,0.0,0.0,-0.4155135706263239,28.0
model_b,mort_acc,Missing,50030,0.06032398671256579,0.15284829102538477,0.22667461402237654,-0.4155135706263239,28.0
model_b,acc_open_past_24mths,"(-inf, 1.50)",110577,0.13332891222697157,0.1266990422963184,0.44470639724113314,-0.6798615882358104,37.0
model_b,acc_open_past_24mths,"[1.50, 2.50)",106777,0.12874703836113607,0.14528409676241139,0.28631871291165534,-0.6798615882358104,34.0
model_b,acc_open_past_24mths,"[2.50, 3.50)",118624,0.14303163301601848,0.16500876719719448,0.13566330778300584,-0.6798615882358104,31.0
model_b,acc_open_past_24mths,"[3.50, 4.50)",111580,0.13453828577629603,0.18247893887793512,0.013882591967586233,-0.6798615882358104,28.0
model_b,acc_open_past_24mths,"[4.50, 5.50)",94509,0.1139548203121703,0.19779068660127608,-0.08559908042022757,-0.6798615882358104,26.0
model_b,acc_open_past_24mths,"[5.50, 6.50)",73587,0.08872798741190444,0.2136790465707258,-0.18286937042228657,-0.6798615882358104,24.0
model_b,acc_open_past_24mths,"[6.50, 7.50)",53849,0.06492876994773046,0.22884361826589167,-0.27090700822613134,-0.6798615882358104,23.0
model_b,acc_open_past_24mths,"[7.50, 9.50)",62320,0.07514273139970218,0.2498716302952503,-0.38646226603522527,-0.6798615882358104,20.0
model_b,acc_open_past_24mths,"[9.50, inf)",47502,0.0572758348355047,0.28731421834870113,-0.5772951403403445,-0.6798615882358104,17.0
model_b,acc_open_past_24mths,Special,0,0.0,0.0,0.0,-0.6798615882358104,28.0
model_b,acc_open_past_24mths,Missing,50030,0.06032398671256579,0.15284829102538477,0.22667461402237654,-0.6798615882358104,28.0
model_b,bc_util,"(-inf, 20.85)",65865,0.0794171374140145,0.14733166325058833,0.26992508382715674,-0.16532940123767248,29.0
model_b,bc_util,"[20.85, 32.65)",56432,0.06804323842021812,0.1513148568188262,0.23856614066725057,-0.16532940123767248,29.0
model_b,bc_util,"[32.65, 43.95)",71043,0.08566054343435561,0.16252128992300438,0.153827524115709,-0.16532940123767248,29.0
model_b,bc_util,"[43.95, 53.55)",71279,0.08594510191654961,0.17143899325186943,0.08970368013742713,-0.16532940123767248,28.0
model_b,bc_util,"[53.55, 63.95)",86660,0.10449083926665903,0.18150242326332794,0.02044212090506181,-0.16532940123767248,28.0
model_b,bc_util,"[63.95, 72.85)",81386,0.09813168064339155,0.18622367483350946,-0.011022271017392837,-0.16532940123767248,28.0
model_b,bc_util,"[72.85, 87.65)",151706,0.18292046228695794,0.19492966659196076,-0.06746847542052836,-0.16532940123767248,28.0
model_b,bc_util,"[87.65, 92.95)",64404,0.0776555274882288,0.20604310291286254,-0.13681552071234004,-0.16532940123767248,27.0
model_b,bc_util,"[92.95, 97.95)",76620,0.09238504621060944,0.22097363612633777,-0.22575782268879552,-0.16532940123767248,27.0
model_b,bc_util,"[97.95, inf)",45969,0.05542741045752422,0.2420326741934782,-0.3441917658118716,-0.16532940123767248,26.0
model_b,bc_util,Special,0,0.0,0.0,0.0,-0.16532940123767248,28.0
model_b,bc_util,Missing,57991,0.06992301246149116,0.1598868789984653,0.17331068134405436,-0.16532940123767248,28.0
model_b,tot_cur_bal,"(-inf, 86768.50)",395788,0.47722386673981587,0.20742164997422863,-0.14522162298729113,-0.3366848300531166,27.0
model_b,tot_cur_bal,"[86768.50, 115996.50)",44233,0.05333421755460569,0.19799697058757038,-0.08689865569102673,-0.3366848300531166,27.0
model_b,tot_cur_bal,"[115996.50, 161860.50)",67296,0.08114257465138572,0.18651925820256776,-0.01297155213846124,-0.3366848300531166,28.0
model_b,tot_cur_bal,"[161860.50, 192149.50)",44194,0.05328719305966685,0.17443544372539257,0.06875342938253182,-0.3366848300531166,29.0
model_b,tot_cur_bal,"[192149.50, 225189.50)",41505,0.05004491442144799,0.17065413805565594,0.09523903771837694,-0.3366848300531166,29.0
model_b,tot_cur_bal,"[225189.50, 265639.50)",41768,0.05036202832321503,0.15554970312200728,0.20596125429739343,-0.3366848300531166,30.0
model_b,tot_cur_bal,"[265639.50, 410896.50)",82630,0.09963164145631244,0.14719835410867724,0.27098664813158235,-0.3366848300531166,31.0
model_b,tot_cur_bal,"[410896.50, inf)",41665,0.050237835426325275,0.12310092403696148,0.4776280571176399,-0.3366848300531166,33.0
model_b,tot_cur_bal,Special,0,0.0,0.0,0.0,-0.3366848300531166,28.0
model_b,tot_cur_bal,Missing,70276,0.08473572836722514,0.15764983778245772,0.19006013003376676,-0.3366848300531166,28.0
model_b,total_rev_hi_lim,"(-inf, 6227.50)",42065,0.05072013793851849,0.2151432307143706,-0.19156206442322654,-0.22574545958670114,27.0
model_b,total_rev_hi_lim,"[6227.50, 19255.00)",264278,0.31865485829349316,0.20295295105911199,-0.11781978475957544,-0.22574545958670114,27.0
model_b,total_rev_hi_lim,"[19255.00, 25964.50)",115018,0.13868367586859667,0.19883844267853729,-0.09218933825620956,-0.22574545958670114,27.0
model_b,total_rev_hi_lim,"[25964.50, 30926.50)",66892,0.08065544911407058,0.19181665969024697,-0.04751038962836773,-0.22574545958670114,28.0
model_b,total_rev_hi_lim,"[30926.50, 34972.00)",43430,0.05236599526137782,0.18627676721160488,-0.011372574536776536,-0.22574545958670114,28.0
model_b,total_rev_hi_lim,"[34972.00, 39802.50)",43182,0.05206696770381803,0.18213607521652542,0.016182587547835636,-0.22574545958670114,28.0
model_b,total_rev_hi_lim,"[39802.50, 46422.00)",45114,0.054396488837711233,0.16934876091678858,0.10449044563996512,-0.22574545958670114,29.0
model_b,total_rev_hi_lim,"[46422.00, 55182.50)",41743,0.050331884416202954,0.16536904391155402,0.13305074190503707,-0.22574545958670114,29.0
model_b,total_rev_hi_lim,"[55182.50, 70700.50)",42524,0.0512735800712602,0.14892766437776314,0.2572771012442019,-0.22574545958670114,30.0
model_b,total_rev_hi_lim,"[70700.50, inf)",54833,0.06611523412772577,0.12342932175879488,0.47458932885593086,-0.22574545958670114,31.0
model_b,total_rev_hi_lim,Special,0,0.0,0.0,0.0,-0.22574545958670114,28.0
model_b,total_rev_hi_lim,Missing,70276,0.08473572836722514,0.15764983778245772,0.19006013003376676,-0.22574545958670114,28.0
model_b,mo_sin_old_rev_tl_op,"(-inf, 62.50)",41559,0.05011002526059408,0.24627637816116846,-0.36718795258248815,-0.23754725314090325,25.0
model_b,mo_sin_old_rev_tl_op,"[62.50, 93.50)",63413,0.07646062301427013,0.21236970337312538,-0.17505913701792974,-0.23754725314090325,27.0
model_b,mo_sin_old_rev_tl_op,"[93.50, 122.50)",101715,0.12264350006933099,0.20648871847810057,-0.13953733191501838,-0.23754725314090325,27.0
model_b,mo_sin_old_rev_tl_op,"[122.50, 133.50)",43989,0.05304001302216783,0.19923162608834027,-0.09465567430640265,-0.23754725314090325,27.0
model_b,mo_sin_old_rev_tl_op,"[133.50, 144.50)",43522,0.05247692483918225,0.1938789577684849,-0.06075943797093819,-0.23754725314090325,28.0
model_b,mo_sin_old_rev_tl_op,"[144.50, 164.50)",78850,0.09507388271608659,0.18659480025364616,-0.013469346587355657,-0.23754725314090325,28.0
model_b,mo_sin_old_rev_tl_op,"[164.50, 181.50)",64317,0.07755062669182679,0.18054324673103533,0.02691197118684263,-0.23754725314090325,28.0
model_b,mo_sin_old_rev_tl_op,"[181.50, 233.50)",136716,0.16484617564251738,0.1765192077006349,0.054351218566612625,-0.23754725314090325,28.0
model_b,mo_sin_old_rev_tl_op,"[233.50, 261.50)",50748,0.0611897197219526,0.16666666666666666,0.12367860207617376,-0.23754725314090325,29.0
model_b,mo_sin_old_rev_tl_op,"[261.50, inf)",134249,0.16187157489856574,0.15763245908721854,0.19019100314704396,-0.23754725314090325,29.0
model_b,mo_sin_old_rev_tl_op,Special,0,0.0,0.0,0.0,-0.23754725314090325,28.0
model_b,mo_sin_old_rev_tl_op,Missing,70277,0.08473693412350562,0.15766182392532407,0.18996987325316472,-0.23754725314090325,28.0
model_b,loan_to_income,"(-inf, 0.06)",42824,0.0516353069554051,0.1111526246964319,0.5932619749593468,-0.35594605339739455,34.0
model_b,loan_to_income,"[0.06, 0.12)",140541,0.16945819341536494,0.12764246732270298,0.43620691250787513,-0.35594605339739455,32.0
model_b,loan_to_income,"[0.12, 0.16)",120638,0.1454600261649113,0.14316384555446873,0.3034976574795898,-0.35594605339739455,31.0
model_b,loan_to_income,"[0.16, 0.19)",82653,0.09965937385076354,0.15878431514887542,0.18154200626968886,-0.35594605339739455,30.0
model_b,loan_to_income,"[0.19, 0.24)",122540,0.14775337461039,0.17862738697568142,0.039915549567271835,-0.35594605339739455,28.0
model_b,loan_to_income,"[0.24, 0.26)",50606,0.061018502330124014,0.19754574556376714,-0.08405464142468122,-0.35594605339739455,27.0
model_b,loan_to_income,"[0.26, 0.30)",62717,0.07562141664305394,0.2129087807133632,-0.17827897546881633,-0.35594605339739455,26.0
model_b,loan_to_income,"[0.30, 0.33)",67295,0.08114136889510523,0.24035961066944053,-0.33505034067561157,-0.35594605339739455,25.0
model_b,loan_to_income,"[0.33, 0.40)",72971,0.08798524154312688,0.2671335187951378,-0.4765443827452993,-0.35594605339739455,23.0
model_b,loan_to_income,"[0.40, inf)",66564,0.08025996105407214,0.2863860344931194,-0.572757830439195,-0.35594605339739455,22.0
model_b,loan_to_income,Special,0,0.0,0.0,0.0,-0.35594605339739455,28.0
model_b,loan_to_income,Missing,6,7.234537682898156e-06,0.16666666666666666,0.12367860207617376,-0.35594605339739455,28.0
model_b,int_rate,"(-inf, 6.65)",45374,0.05470998547063682,0.03457927447436858,1.843550182009505,0.11338953419001296,22.0
model_b,int_rate,"[6.65, 7.88)",48155,0.05806319368666012,0.05471913612293635,1.3635092974668235,0.11338953419001296,23.0
model_b,int_rate,"[7.88, 9.74)",110397,0.13311187609648462,0.08786470646847287,0.8542308119536972,0.11338953419001296,25.0
model_b,int_rate,"[9.74, 12.22)",149630,0.1804173122486752,0.12796899017576688,0.4332777043267164,0.11338953419001296,27.0
model_b,int_rate,"[12.22, 13.11)",85754,0.10339842407654141,0.16821372763952702,0.11258085409288654,0.11338953419001296,28.0
model_b,int_rate,"[13.11, 15.39)",147718,0.17811190624039164,0.20598708349693334,-0.13647304695956763,0.11338953419001296,28.0
model_b,int_rate,"[15.39, 16.38)",53611,0.0646417999529755,0.2402492025890209,-0.3344455577478802,0.11338953419001296,29.0
model_b,int_rate,"[16.38, 17.79)",63965,0.07712620048109675,0.2842022981317908,-0.5620480245583002,0.11338953419001296,30.0
model_b,int_rate,"[17.79, 19.98)",65347,0.0787925556607243,0.32284573125009564,-0.7450347891826743,0.11338953419001296,30.0
model_b,int_rate,"[19.98, inf)",59404,0.07162674608581368,0.3872466500572352,-1.0268586495667393,0.11338953419001296,31.0
model_b,int_rate,Special,0,0.0,0.0,0.0,0.11338953419001296,28.0
model_b,int_rate,Missing,0,0.0,0.0,0.0,0.11338953419001296,28.0
model_b,installment,"(-inf, 161.97)",82431,0.09939169595649631,0.13566498040785627,0.36601267017536876,-0.10707881222589107,29.0
model_b,installment,"[161.97, 220.08)",78975,0.09522460225114697,0.14670465337132005,0.2749250168187838,-0.10707881222589107,29.0
model_b,installment,"[220.08, 251.43)",41970,0.0506055910918726,0.1623302358827734,0.15523188279511735,-0.10707881222589107,28.0
model_b,installment,"[251.43, 337.48)",149710,0.18051377275111383,0.18712176875292233,-0.01693756382893241,-0.10707881222589107,28.0
model_b,installment,"[337.48, inf)",476269,0.5742643379493703,0.2004518454906786,-0.10228659490119463,-0.10707881222589107,28.0
model_b,installment,Special,0,0.0,0.0,0.0,-0.10707881222589107,28.0
model_b,installment,Missing,0,0.0,0.0,0.0,-0.10707881222589107,28.0
model_b,home_ownership,"ANY, NONE, MORTGAGE",410765,0.49528247855261015,0.16334643896144999,0.14777743112264674,-0.5299133803919069,30.0
model_b,home_ownership,OWN,81609,0.09840056429393927,0.19010158193336518,-0.03640905139524331,-0.5299133803919069,27.0
model_b,home_ownership,"OTHER, RENT",336981,0.40631695715345056,0.20907410210071192,-0.15524377315257332,-0.5299133803919069,26.0
model_b,home_ownership,Special,0,0.0,0.0,0.0,-0.5299133803919069,28.0
model_b,home_ownership,Missing,0,0.0,0.0,0.0,-0.5299133803919069,28.0
model_b,verification_status,Not Verified,245928,0.2965292305466296,0.13544614683972545,0.3678801657998767,-0.10702016694009671,29.0
model_b,verification_status,Source Verified,308819,0.3723604487824876,0.19840748140496536,-0.08948181599510563,-0.10702016694009671,28.0
model_b,verification_status,Verified,274608,0.3311103206708828,0.21296903222047428,-0.1786384800698193,-0.10702016694009671,27.0
model_b,verification_status,Special,0,0.0,0.0,0.0,-0.10702016694009671,28.0
model_b,verification_status,Missing,0,0.0,0.0,0.0,-0.10702016694009671,28.0
model_b,grade,A,146528,0.17667705626661684,0.055702664337191524,1.3446538009216191,-0.120875070905422,33.0
model_b,grade,B,241865,0.29163024277902705,0.12051764414032622,0.5017780254476256,-0.120875070905422,30.0
model_b,grade,C,225863,0.2723357307787377,0.2037518318626778,-0.12275114690429278,-0.120875070905422,28.0
model_b,grade,D,126693,0.15276088044323602,0.28130204510115003,-0.5477471170913147,-0.120875070905422,26.0
model_b,grade,"E, F, G",88406,0.1065960897323824,0.38566386896816957,-1.020183271637983,-0.120875070905422,24.0
model_b,grade,Special,0,0.0,0.0,0.0,-0.120875070905422,28.0
model_b,grade,Missing,0,0.0,0.0,0.0,-0.120875070905422,28.0
model_b,sub_grade,"A1, A2",45396,0.05473651210880745,0.0342541193056657,1.853334596609465,-0.5443014300335131,57.0
model_b,sub_grade,"A3, A4",57703,0.06957575465271204,0.056600176767239135,1.3277187648193352,-0.5443014300335131,49.0
model_b,sub_grade,"A5, B1",86215,0.10395427772184408,0.08475323319607957,0.8936905137146154,-0.5443014300335131,42.0
model_b,sub_grade,"B2, B3",100217,0.12083727716116742,0.11165770278495664,0.5881598618292843,-0.5443014300335131,37.0
model_b,sub_grade,"B4, B5",98862,0.11920347740111291,0.14154073354777366,0.3167923762541429,-0.5443014300335131,33.0
model_b,sub_grade,"C1, C2, C3",144046,0.17368436917845795,0.1874748344278911,-0.019257043639921312,-0.5443014300335131,28.0
model_b,sub_grade,"C4, C5, D1",114704,0.138305068396525,0.23862289022178826,-0.32551497080493985,-0.5443014300335131,23.0
model_b,sub_grade,"D2, D3, D4, D5",93806,0.11310717364699073,0.2908449352919856,-0.5944753554352753,-0.5443014300335131,19.0
model_b,sub_grade,"E1, E2, E3",43529,0.05248536513314564,0.35585471754462544,-0.8923575665943548,-0.5443014300335131,14.0
model_b,sub_grade,"E4, F1, E5, F2, F3, G2, F4, G1, G4, F5, G3, G5",44877,0.054110724599236756,0.4145776232814136,-1.1406859388864947,-0.5443014300335131,10.0
model_b,sub_grade,Special,0,0.0,0.0,0.0,-0.5443014300335131,28.0
model_b,sub_grade,Missing,0,0.0,0.0,0.0,-0.5443014300335131,28.0
