model,variable,Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV
model_a,mo_sin_old_rev_tl_op,"[144.50, 164.50)",78850,0.09507388271608659,64137,14713,0.18659480025364616,-0.013469346587355657,1.7321952642642738e-05
model_a,mo_sin_old_rev_tl_op,"[164.50, 181.50)",64317,0.07755062669182679,52705,11612,0.18054324673103533,0.02691197118684263,5.5690243351735956e-05
model_a,mo_sin_old_rev_tl_op,"[181.50, 233.50)",136716,0.16484617564251738,112583,24133,0.1765192077006349,0.054351218566612625,0.00047864073786322046
model_a,mo_sin_old_rev_tl_op,"[233.50, 261.50)",50748,0.0611897197219526,42290,8458,0.16666666666666666,0.12367860207617376,0.0008997340368165265
model_a,mo_sin_old_rev_tl_op,"[261.50, inf)",134249,0.16187157489856574,113087,21162,0.15763245908721854,0.19019100314704396,0.005508261782854008
model_a,mo_sin_old_rev_tl_op,Special,0,0.0,0,0,0.0,0.0,0.0
model_a,mo_sin_old_rev_tl_op,Missing,70277,0.08473693412350562,59197,11080,0.15766182392532407,0.18996987325316472,0.002876985096843428
model_a,mo_sin_old_rev_tl_op,,829355,1.0,676290,153065,0.18455908507213437,,0.023036256891947132
model_a,credit_history_months,"(-inf, 76.50)",42022,0.05066829041845772,33369,8653,0.2059159487887297,-0.13603806670452623,0.000978151785002839
model_a,credit_history_months,"[76.50, 133.50)",162775,0.19626697855562455,130072,32703,0.20090923053294424,-0.10513798387900386,0.002241819152875542
model_a,credit_history_months,"[133.50, 145.50)",56316,0.06790337069168209,45136,11180,0.19852262234533702,-0.09020562382523911,0.0005683193837526535
model_a,credit_history_months,"[145.50, 164.50)",93741,0.11302879948875934,75633,18108,0.19317054437225975,-0.05622044405151794,0.00036360698091356873
model_a,credit_history_months,"[164.50, 181.50)",79329,0.09565143997443797,64504,14825,0.18687995562782841,-0.015347017858994727,2.263802330544214e-05
model_a,credit_history_months,"[181.50, 212.50)",111337,0.13424528700013866,91168,20169,0.1811527165273,0.022797875802561762,6.927190607669696e-05
model_a,credit_history_months,"[212.50, 234.50)",63131,0.07612059974317391,51913,11218,0.17769400136224675,0.04629029905803739,0.0001607348680652743
model_a,credit_history_months,"[234.50, 254.50)",47311,0.05704553538593244,39207,8104,0.17129208852064,0.09073822497869988,0.0004563064724045538
model_a,credit_history_months,"[254.50, 346.50)",117730,0.14195368690126664,98501,19229,0.16333135139726493,0.14788783388439652,0.0029611119561931366
model_a,credit_history_months,"[346.50, inf)",55634,0.06708104490839267,46761,8873,0.1594888018118417,0.17627725396389637,0.0019698239308433654
model_a,credit_history_months,Special,0,0.0,0,0,0.0,0.0,0.0
model_a,credit_history_months,Missing,29,3.4966932134007754e-05,26,3,0.10344827586206896,0.6737249389954456,1.2696703023496919e-05
model_a,credit_history_months,,829355,1.0,676290,153065,0.18455908507213437,,0.009804481162456568
model_a,loan_to_income,"(-inf, 0.06)",42824,0.0516353069554051,38064,4760,0.1111526246964319,0.5932619749593468,0.014941686925414845
model_a,loan_to_income,"[0.06, 0.12)",140541,0.16945819341536494,122602,17939,0.12764246732270298,0.43620691250787513,0.02795543618830204
model_a,loan_to_income,"[0.12, 0.16)",120638,0.1454600261649113,103367,17271,0.14316384555446873,0.3034976574795898,0.012142873689169512
model_a,loan_to_income,"[0.16, 0.19)",82653,0.09965937385076354,69529,13124,0.15878431514887542,0.18154200626968886,0.003098576016829081
model_a,loan_to_income,"[0.19, 0.24)",122540,0.14775337461039,100651,21889,0.17862738697568142,0.039915549567271835,0.00023245057970040092
model_a,loan_to_income,"[0.24, 0.26)",50606,0.061018502330124014,40609,9997,0.19754574556376714,-0.08405464142468122,0.0004425810386229477
model_a,loan_to_income,"[0.26, 0.30)",62717,0.07562141664305394,49364,13353,0.2129087807133632,-0.17827897546881633,0.002539600548492729
model_a,loan_to_income,"[0.30, 0.33)",67295,0.08114136889510523,51120,16175,0.24035961066944053,-0.33505034067561157,0.01008005163251367
model_a,loan_to_income,"[0.33, 0.40)",72971,0.08798524154312688,53478,19493,0.2671335187951378,-0.4765443827452993,0.023005456865434946
model_a,loan_to_income,"[0.40, inf)",66564,0.08025996105407214,47501,19063,0.2863860344931194,-0.572757830439195,0.031103179456304687
model_a,loan_to_income,Special,0,0.0,0,0,0.0,0.0,0.0
model_a,loan_to_income,Missing,6,7.234537682898156e-06,5,1,0.16666666666666666,0.12367860207617376,1.0637668914832424e-07
model_a,loan_to_income,,829355,1.0,676290,153065,0.18455908507213437,,0.125541999317474
model_a,purpose,"wedding, car, credit_card",202175,0.24377377600665578,171147,31028,0.15347100284407073,0.221873503352231,0.011172707530099127
model_a,purpose,"major_purchase, home_improvement, vacation",69557,0.08386878960155783,58065,11492,0.16521701626004573,0.1341526212227513,0.0014460207835876868
model_a,purpose,"medical, other",49471,0.05964996895177578,39806,9665,0.1953669826767197,-0.07025276832119198,0.00030094487979243924
model_a,purpose,"debt_consolidation, educational, house, moving, renewable_energy, small_business",508152,0.6127074654400106,407272,100880,0.1985232764999449,-0.09020973511981056,0.005128548255476134
model_a,purpose,Special,0,0.0,0,0,0.0,0.0,0.0
model_a,purpose,Missing,0,0.0,0,0,0.0,0.0,0.0
model_a,purpose,,829355,1.0,676290,153065,0.18455908507213437,,0.018048221448955386
model_a,home_ownership,"ANY, NONE, MORTGAGE",410765,0.49528247855261015,343668,67097,0.16334643896144999,0.14777743112264674,0.010316395819445011
model_a,home_ownership,OWN,81609,0.09840056429393927,66095,15514,0.19010158193336518,-0.03640905139524331,0.00013194243104149052
model_a,home_ownership,"OTHER, RENT",336981,0.40631695715345056,266527,70454,0.20907410210071192,-0.15524377315257332,0.010275037351035333
model_a,home_ownership,Special,0,0.0,0,0,0.0,0.0,0.0
model_a,home_ownership,Missing,0,0.0,0,0,0.0,0.0,0.0
model_a,home_ownership,,829355,1.0,676290,153065,0.18455908507213437,,0.020723375601521835
model_a,verification_status,Not Verified,245928,0.2965292305466296,212618,33310,0.13544614683972545,0.3678801657998767,0.035599334082166346
model_a,verification_status,Source Verified,308819,0.3723604487824876,247547,61272,0.19840748140496536,-0.08948181599510563,0.0030659840530093837
model_a,verification_status,Verified,274608,0.3311103206708828,216125,58483,0.21296903222047428,-0.1786384800698193,0.011165809949202365
model_a,verification_status,Special,0,0.0,0,0,0.0,0.0,0.0
model_a,verification_status,Missing,0,0.0,0,0,0.0,0.0,0.0
model_a,verification_status,,829355,1.0,676290,153065,0.18455908507213437,,0.04983112808437809
model_a,addr_state,"ID, DC, NH, VT, OR, ME, CO, WA, WY, WV, KS, SC",77674,0.09365591333023855,66160,11514,0.14823493060741047,0.2627530541038914,0.005939509248920785
model_a,addr_state,"MT, CT, IL, WI",58396,0.07041134375508679,48784,9612,0.16460031509007467,0.1386307620137499,0.0012945179866932957
model_a,addr_state,"GA, MA, RI, UT",55763,0.06723658746857497,46229,9534,0.170973584634973,0.09298363965006362,0.0005643648000297933
model_a,addr_state,TX,66526,0.08021414231541378,54652,11874,0.17848660674022188,0.04087536426983118,0.00013229719216708316
model_a,addr_state,"CA, AK",125481,0.1512995038312906,103033,22448,0.1788956096938979,0.03808849154773131,0.00021686345213009343
model_a,addr_state,"MN, AZ, MI, DE, VA",82305,0.09923977066515545,67002,15303,0.18593038090030983,-0.009085728275115779,8.21577853804281e-06
model_a,addr_state,"HI, NC, MD, PA, NJ",106591,0.12852276769296622,85918,20673,0.19394695612199905,-0.061194458378888594,0.0004906043031847908
model_a,addr_state,"OH, KY, FL, MO",105810,0.12758107203790897,84905,20905,0.197571118041773,-0.08421469076819044,0.0009289478488433277
model_a,addr_state,"NY, NM, IN, SD",88357,0.10653700767463872,70693,17664,0.1999162488540806,-0.09894142235287817,0.001075627093171515
model_a,addr_state,"TN, ND, NV, LA, IA, OK, AR, AL, MS, NE",62452,0.07530189122872594,48914,13538,0.21677448280279255,-0.2011962023706233,0.0032431066689213137
model_a,addr_state,Special,0,0.0,0,0,0.0,0.0,0.0
model_a,addr_state,Missing,0,0.0,0,0,0.0,0.0,0.0
model_a,addr_state,,829355,1.0,676290,153065,0.18455908507213437,,0.01389405437260004
model_a,initial_list_status,f,442487,0.5335314792820927,362223,80264,0.18139289967840863,0.021179532280254154,0.0002377304583961803
model_a,initial_list_status,w,386868,0.4664685207179073,314067,72801,0.18818046465461089,-0.023882662786907316,0.0002680718486567362
model_a,initial_list_status,Special,0,0.0,0,0,0.0,0.0,0.0
model_a,initial_list_status,Missing,0,0.0,0,0,0.0,0.0,0.0
model_a,initial_list_status,,829355,1.0,676290,153065,0.18455908507213437,,0.0005058023070529165
model_a,application_type,"Individual, Joint App",829355,1.0,676290,153065,0.18455908507213437,0.0,0.0
model_a,application_type,Special,0,0.0,0,0,0.0,0.0,0.0
model_a,application_type,Missing,0,0.0,0,0,0.0,0.0,0.0
model_a,application_type,,829355,1.0,676290,153065,0.18455908507213437,,0.0
benchmark,int_rate,"(-inf, 6.65)",45374,0.05470998547063682,43805,1569,0.03457927447436858,1.843550182009505,0.10051397238199218
benchmark,int_rate,"[6.65, 7.88)",48155,0.05806319368666012,45520,2635,0.05471913612293635,1.3635092974668235,0.06830294549456939
benchmark,int_rate,"[7.88, 9.74)",110397,0.13311187609648462,100697,9700,0.08786470646847287,0.8542308119536972,0.07305758912350518
benchmark,int_rate,"[9.74, 12.22)",149630,0.1804173122486752,130482,19148,0.12796899017576688,0.4332777043267164,0.029393888704052223
benchmark,int_rate,"[12.22, 13.11)",85754,0.10339842407654141,71329,14425,0.16821372763952702,0.11258085409288654,0.001264284907770422
benchmark,int_rate,"[13.11, 15.39)",147718,0.17811190624039164,117290,30428,0.20598708349693334,-0.13647304695956763,0.0034609356015430897
benchmark,int_rate,"[15.39, 16.38)",53611,0.0646417999529755,40731,12880,0.2402492025890209,-0.3344455577478802,0.0079999832927626
benchmark,int_rate,"[16.38, 17.79)",63965,0.07712620048109675,45786,18179,0.2842022981317908,-0.5620480245583002,0.02870087642857478
benchmark,int_rate,"[17.79, 19.98)",65347,0.0787925556607243,44250,21097,0.32284573125009564,-0.7450347891826743,0.053940386819966754
benchmark,int_rate,"[19.98, inf)",59404,0.07162674608581368,36400,23004,0.3872466500572352,-1.0268586495667393,0.09905697606149966
benchmark,int_rate,Special,0,0.0,0,0,0.0,0.0,0.0
benchmark,int_rate,Missing,0,0.0,0,0,0.0,0.0,0.0
benchmark,int_rate,,829355,1.0,676290,153065,0.18455908507213437,,0.46569183881623627
benchmark,grade,A,146528,0.17667705626661684,138366,8162,0.055702664337191524,1.3446538009216191,0.20340834912662112
benchmark,grade,B,241865,0.29163024277902705,212716,29149,0.12051764414032622,0.5017780254476256,0.062269784896433346
benchmark,grade,C,225863,0.2723357307787377,179843,46020,0.2037518318626778,-0.12275114690429278,0.004263236154270053
benchmark,grade,D,126693,0.15276088044323602,91054,35639,0.28130204510115003,-0.5477471170913147,0.05378778961200307
benchmark,grade,"E, F, G",88406,0.1065960897323824,54311,34095,0.38566386896816957,-1.020183271637983,0.14531617115944337
benchmark,grade,Special,0,0.0,0,0,0.0,0.0,0.0
benchmark,grade,Missing,0,0.0,0,0,0.0,0.0,0.0
benchmark,grade,,829355,1.0,676290,153065,0.18455908507213437,,0.469045330948771
benchmark,sub_grade,"A1, A2",45396,0.05473651210880745,43841,1555,0.0342541193056657,1.853334596609465,0.10131560798561078
benchmark,sub_grade,"A3, A4",57703,0.06957575465271204,54437,3266,0.056600176767239135,1.3277187648193352,0.07854284312719507
benchmark,sub_grade,"A5, B1",86215,0.10395427772184408,78908,7307,0.08475323319607957,0.8936905137146154,0.06161090555827901
benchmark,sub_grade,"B2, B3",100217,0.12083727716116742,89027,11190,0.11165770278495664,0.5881598618292843,0.03442739402322116
benchmark,sub_grade,"B4, B5",98862,0.11920347740111291,84869,13993,0.14154073354777366,0.3167923762541429,0.010794175712074095
benchmark,sub_grade,"C1, C2, C3",144046,0.17368436917845795,117041,27005,0.1874748344278911,-0.019257043639921312,6.479964274615015e-05
benchmark,sub_grade,"C4, C5, D1",114704,0.138305068396525,87333,27371,0.23862289022178826,-0.32551497080493985,0.016172894181644148
benchmark,sub_grade,"D2, D3, D4, D5",93806,0.11310717364699073,66523,27283,0.2908449352919856,-0.5944753554352753,0.047486649621570544
benchmark,sub_grade,"E1, E2, E3",43529,0.05248536513314564,28039,15490,0.35585471754462544,-0.8923575665943548,0.053308381398058546
benchmark,sub_grade,"E4, F1, E5, F2, F3, G2, F4, G1, G4, F5, G3, G5",44877,0.054110724599236756,26272,18605,0.4145776232814136,-1.1406859388864947,0.09433749713312341
benchmark,sub_grade,Special,0,0.0,0,0,0.0,0.0,0.0
benchmark,sub_grade,Missing,0,0.0,0,0,0.0,0.0,0.0
benchmark,sub_grade,,829355,1.0,676290,153065,0.18455908507213437,,0.4980611483835229
