model,variable,Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV
model_a,dti,"[30.12, inf)",70186,0.08462721030198166,50689,19497,0.27779044253839796,-0.5303109934055389,0.027801916561337937
model_a,dti,Special,0,0.0,0,0,0.0,0.0,0.0
model_a,dti,Missing,2,2.411512560966052e-06,1,1,0.5,-1.4857593103579265,7.50979506130376e-06
model_a,dti,,829355,1.0,676290,153065,0.18455908507213437,,0.07475608515648581
model_a,fico_range_low,"(-inf, 662.50)",74939,0.09035816990311749,56360,18579,0.24792164293625482,-0.3760315339514806,0.014305283412208668
model_a,fico_range_low,"[662.50, 672.50)",146992,0.17723652718076097,112903,34089,0.23191058016762817,-0.28820501897154926,0.016071652755659267
model_a,fico_range_low,"[672.50, 682.50)",131371,0.1584014083233356,103011,28360,0.21587717228307618,-0.19590323337801197,0.006457552485376169
model_a,fico_range_low,"[682.50, 687.50)",57616,0.06947085385631002,46168,11448,0.19869480699805608,-0.09128743520341098,0.0005956672297966801
model_a,fico_range_low,"[687.50, 697.50)",106374,0.1282611185801014,86548,19826,0.18638013048301277,-0.012054344643449122,1.870817725285249e-05
model_a,fico_range_low,"[697.50, 707.50)",86236,0.10397959860373422,71907,14329,0.16616030428127465,0.12732885133657068,0.0016185871040503717
model_a,fico_range_low,"[707.50, 717.50)",66109,0.07971134194645237,56456,9653,0.14601642741532922,0.28043351547412465,0.005724845457095481
model_a,fico_range_low,"[717.50, 727.50)",47248,0.05696957274026201,41059,6189,0.13098967152048763,0.40647722357603855,0.008242674361685166
model_a,fico_range_low,"[727.50, 752.50)",63678,0.07678014842859812,56649,7029,0.11038349194384246,0.6010705765158557,0.02274613000590403
model_a,fico_range_low,"[752.50, inf)",48792,0.0588312604373278,45229,3563,0.07302426627315954,1.055376277044169,0.04601485097908877
model_a,fico_range_low,Special,0,0.0,0,0,0.0,0.0,0.0
model_a,fico_range_low,Missing,0,0.0,0,0,0.0,0.0,0.0
model_a,fico_range_low,,829355,1.0,676290,153065,0.18455908507213437,,0.12179595196811746
model_a,delinq_2yrs,"(-inf, 0.50)",671424,0.8095737048670352,549234,122190,0.18198634543894768,0.01718805952137603,0.00023787628784921924
model_a,delinq_2yrs,"[0.50, 1.50)",105174,0.12681421104352178,85163,20011,0.19026565500979328,-0.037474365506076746,0.0001801977772612478
model_a,delinq_2yrs,"[1.50, inf)",52728,0.06357711715730899,41867,10861,0.20598164163252922,-0.1364397745380923,0.001234767515730713
model_a,delinq_2yrs,Special,0,0.0,0,0,0.0,0.0,0.0
model_a,delinq_2yrs,Missing,29,3.4966932134007754e-05,26,3,0.10344827586206896,0.6737249389954456,1.2696703023496919e-05
model_a,delinq_2yrs,,829355,1.0,676290,153065,0.18455908507213437,,0.0016655382838646768
model_a,inq_last_6mths,"(-inf, 0.50)",460154,0.5548335754893863,384679,75475,0.1640211755195,0.14284843432679972,0.010815996272185942
model_a,inq_last_6mths,"[0.50, 1.50)",227219,0.2739707362950727,182392,44827,0.19728543827760883,-0.08241172978325428,0.0019092783683557042
model_a,inq_last_6mths,"[1.50, 2.50)",89821,0.10830223486926588,69921,19900,0.2215517529308291,-0.2291130087838702,0.006099228350920036
model_a,inq_last_6mths,"[2.50, inf)",52132,0.06285848641414112,39272,12860,0.2466815008056472,-0.36936923241164865,0.009583961155563538
model_a,inq_last_6mths,Special,0,0.0,0,0,0.0,0.0,0.0
model_a,inq_last_6mths,Missing,29,3.4966932134007754e-05,26,3,0.10344827586206896,0.6737249389954456,1.2696703023496919e-05
